1.6,3.7,0.18
-0.02,1.70,0.18
-2.3,2.5,0.18
-3.6,2.5,0.18
2.8,2.8,0.18
4.32,0.86,0.18
2.88,7.18,0.18
5.82,7.33,0.18
2.16,9.2,0.18
1.0,10.26,0.18
-5.0,-0.4,0.18
3.2,3.4,3.2
5.32,3.27,3.2
5.4,1.40,3.2
-3.4,7.11,3.2
-4.9,7.43,3.2
-3.25,9.08,3.2
-3.3,10.3,18
-0.69,8.25,3.2
2.9,8.74,3.2
1.06,10.0,3.21
0.009,1.59,-2.95
1.34,2.36,-2.95
0.9,-0.05,-2.95
3.7,2.5,-2.95
5.1,3.1,-2.95
1.19,7.0,-2.95
2.8,7.43,-2.95
4.4,10.02,-2.95
5.76,9.24,-2.95
4.88,10.09,-2.95
